FREQUENCY,TIME,Value
M,2019-03,104.8887
M,2019-04,101.6521
M,2019-05,102.6635
M,2019-06,102.5624
M,2019-07,102.3601
M,2019-08,101.6521
M,2019-09,101.6521
M,2019-10,102.0566
M,2019-11,101.1463
M,2019-12,100.944
M,2020-01,101.1463
M,2020-02,101.4498
M,2020-03,97.10047
M,2020-04,77.27579
M,2020-05,82.02967
M,2020-06,89.71679
